Product_ID,Category,Base_Price,Cost_Price,Seasonal_Impact,Storage_Cost,Shipping_Cost,Warranty_Cost,Supplier_ID,Supplier_Lead_Time,Reorder_Point,Min_Order_Quantity,Stock_Level,Rating,Review_Count,Launch_Date,Brand,Is_Private_Label,Has_Warranty,Weight_KG,Dimensions_CM,Country_of_Origin,Eco_Friendly,Tags
2e96f362-881f-42e6-97b6-ffb8b12fb410,Electronics,1761.55,1221.16,0.4,48.39,34.49,55.81,SUP_21,32,43,5,43,3.7,176,2023-09-22,"Yang, Ford and Bryan",False,True,2.8,75x19x69,Mexico,True,"Trending,Bestseller"
95c23c0b-32e4-4886-a207-a7bb17d42bb4,Apparel,32.39,16.63,0.3,2.15,14.6,0.0,SUP_8,14,31,45,87,4.6,656,2021-01-15,"Mann, Williams and Sutton",False,False,2.62,55x65x39,USA,True,"Premium,New"
8248d6e1-f521-4dbb-9ce6-a8074e552242,Apparel,61.0,23.69,0.3,6.26,10.95,0.0,SUP_50,29,71,33,13,4.9,253,2022-03-22,Herrera Group,False,True,12.17,45x65x74,China,True,"Budget,Premium"
ba239ff0-adb0-4586-af45-3a83a6d61ea5,Home Goods,342.14,249.75,0.2,16.84,65.23,12.96,SUP_45,43,38,29,374,4.7,262,2021-09-14,"Davis, Lyons and Haynes",False,True,18.07,79x41x68,Mexico,True,"Trending,Bestseller"
a8a97620-de08-4625-8cbe-b2e1fed557de,Beauty,26.67,8.42,0.25,2.42,3.66,0.0,SUP_40,44,96,18,360,4.1,323,2023-11-23,Clark PLC,False,False,3.54,43x25x48,China,True,"Sustainable,Bestseller"
88c83a2a-d5a8-439b-b3ac-471e7165dbce,Home Goods,254.64,177.9,0.2,31.79,27.3,12.06,SUP_22,3,28,20,53,3.7,184,2022-08-26,Jackson-Williams,True,False,8.6,11x75x74,Vietnam,True,"New,Premium"
8a6f81dd-4965-4301-afe1-6d6ec4a44843,Home Goods,89.62,54.1,0.2,51.68,79.49,11.47,SUP_25,28,34,6,0,4.6,118,2022-08-08,Anderson LLC,False,True,6.11,53x14x55,India,True,"Sustainable,Premium"
2b58e4a5-0551-4136-ac09-73f4a3bc7c62,Apparel,97.65,33.67,0.3,3.49,12.83,0.0,SUP_15,23,27,40,147,4.2,731,2023-10-09,Hernandez Inc,False,False,14.72,1x79x94,India,True,"Bestseller,Sustainable"
530f8978-b5da-493a-ad8a-814b5ba00e00,Home Goods,169.34,95.86,0.2,22.42,22.03,27.24,SUP_16,37,69,24,213,4.6,696,2023-07-16,Smith Group,True,False,5.93,53x41x59,Mexico,False,"Premium,Trending"
86a80257-df67-4bee-a93c-95208acb7fc7,Home Goods,61.94,32.23,0.2,34.75,61.74,7.18,SUP_12,8,62,32,190,4.7,445,2023-08-21,White Group,True,False,0.94,19x59x24,USA,False,"Budget,Premium"
32742368-b18f-4a27-8141-c74cb3d9cc7d,Home Goods,351.14,209.97,0.2,35.13,64.78,25.25,SUP_1,35,82,41,460,4.3,995,2021-07-19,Little and Sons,True,True,13.97,65x17x30,India,True,"Budget,Premium"
8f0667f1-47c3-4920-a613-a4761c9ca8f5,Apparel,133.01,54.91,0.3,4.28,9.22,0.0,SUP_18,39,57,44,227,4.3,573,2022-02-19,"Mcdowell, Elliott and Turner",True,False,2.85,73x8x44,Vietnam,False,"Trending,Bestseller"
f7bb2005-522c-4dd3-899c-06e48b300994,Home Goods,343.77,201.17,0.2,17.59,34.21,19.94,SUP_26,21,33,21,484,4.4,247,2023-01-03,"Carroll, May and Wolf",True,True,4.16,60x98x61,Mexico,False,"Bestseller,New"
2d1abb4e-ba2a-4f98-8967-8dd806a7942f,Home Goods,86.05,52.79,0.2,59.21,32.84,23.9,SUP_46,18,41,35,420,4.3,631,2022-05-21,Green-Weaver,False,False,1.05,59x39x28,Vietnam,True,"New,Bestseller"
8d40cc0e-48f4-40f8-bb57-d0c0ccc57b46,Apparel,162.33,50.12,0.3,5.62,10.41,0.0,SUP_13,39,99,46,163,4.6,131,2021-11-01,Collins LLC,True,False,15.93,17x73x84,USA,False,"New,Sustainable"
eebadea2-a5e5-4af0-9dfc-ed1aaeeab90c,Electronics,784.48,620.3,0.4,15.24,28.43,26.92,SUP_25,13,42,29,79,4.7,770,2021-06-07,Phillips-Smith,True,False,19.69,72x28x22,Vietnam,True,"New,Bestseller"
4e7c6f87-0aae-4dee-8518-4039ef177cb1,Apparel,82.77,33.71,0.3,6.67,10.57,0.0,SUP_33,15,64,17,266,3.7,718,2023-08-30,Snyder-Sims,False,True,5.65,64x63x75,Mexico,False,"Sustainable,Bestseller"
eb325c8b-b708-4a8c-8056-2c5215adcabc,Apparel,123.55,61.15,0.3,5.12,6.1,0.0,SUP_35,45,82,26,335,4.7,773,2021-12-15,Matthews Inc,False,True,11.88,35x92x37,Vietnam,False,"New,Sustainable"
66ae4924-e5cd-4e50-a1b8-f48285c11e94,Home Goods,236.13,149.76,0.2,28.01,49.7,20.9,SUP_33,10,99,25,127,4.5,399,2023-03-24,Gonzalez-Thomas,True,True,16.64,19x24x81,India,True,"Premium,New"
2ee96470-3c50-4acb-82d4-8c96ab43eab0,Apparel,22.39,8.76,0.3,2.11,8.37,0.0,SUP_6,6,28,32,365,4.0,444,2021-01-03,Baker PLC,False,True,18.77,91x83x25,India,False,"New,Bestseller"
a056cba7-316b-44f3-a133-edd16f0681fc,Electronics,258.69,219.17,0.4,16.6,27.14,42.8,SUP_40,7,86,44,386,3.7,903,2023-03-19,Johnson-Frye,False,False,12.68,29x3x87,Vietnam,False,"Sustainable,Premium"
17fe4e02-de52-4bd6-9084-6fd69952be6e,Electronics,1254.01,1017.25,0.4,46.86,17.84,29.87,SUP_3,42,58,18,500,4.2,613,2022-01-07,"Swanson, Moore and Nicholson",False,False,9.73,60x71x76,India,True,"Premium,Sustainable"
c6bad345-10c6-490c-b23e-df566d78b6cf,Home Goods,81.53,49.03,0.2,25.94,47.84,8.96,SUP_4,23,45,34,292,4.1,308,2023-02-07,"Peters, Jones and Scott",False,True,14.35,95x5x59,China,False,"Bestseller,Trending"
2eea3f7d-ed59-4916-bcc9-ccbdc3414b0e,Electronics,1029.0,857.86,0.4,21.75,30.79,27.29,SUP_2,44,71,12,431,4.5,917,2023-12-01,Hall-Fields,False,False,3.45,35x14x64,USA,True,"Sustainable,New"
edb0159a-3497-4956-906c-8644d4d0e6f3,Beauty,116.79,39.09,0.25,4.43,5.96,0.0,SUP_20,42,99,49,400,4.2,68,2021-07-09,Wilson-Irwin,True,True,6.54,34x70x58,USA,True,"Bestseller,Trending"
c313a822-467a-4c1b-b7ce-f05463e9f8b3,Beauty,48.28,23.1,0.25,2.32,6.8,0.0,SUP_35,3,75,21,445,3.7,237,2021-05-25,"Brown, Rodriguez and Roberts",False,False,13.34,41x93x36,USA,False,"Sustainable,New"
d94ffc8e-5ed1-46a7-a63b-5d95a0cc02db,Electronics,1827.46,1463.6,0.4,38.53,35.23,66.14,SUP_42,13,70,6,261,4.3,98,2022-02-01,"Robertson, Taylor and Fowler",True,True,5.34,77x1x8,Vietnam,False,"Sustainable,Budget"
a276fcd5-e60c-4270-b03c-36098184f6b4,Home Goods,128.9,84.6,0.2,51.62,31.2,7.43,SUP_4,19,20,36,184,5.0,123,2021-02-16,"Thompson, Jones and Gutierrez",True,False,5.81,78x8x27,India,False,"Premium,Trending"
74db6d49-0677-41fc-a96d-55dcdc022508,Apparel,26.04,14.06,0.3,7.2,8.96,0.0,SUP_1,4,59,12,34,4.0,898,2023-11-29,Buchanan Ltd,False,False,1.92,26x75x18,India,True,"Budget,Trending"
f8023a4f-fd89-43c6-825a-92db94b8eaf7,Home Goods,482.29,257.38,0.2,21.06,39.58,6.81,SUP_16,28,39,10,183,3.5,239,2023-11-17,Powers and Sons,False,False,2.65,27x7x99,India,False,"Sustainable,Premium"
e04b5735-6b7d-4728-a5d6-c066fd09b234,Apparel,45.71,25.68,0.3,2.74,6.42,0.0,SUP_11,44,58,11,257,4.7,752,2022-12-28,Estes-Sanford,True,True,18.58,49x80x70,USA,True,"Premium,Budget"
4b694cc0-7ec1-42f1-876a-fbec6d3ac83a,Electronics,498.08,416.27,0.4,35.67,43.38,57.51,SUP_30,5,85,44,445,4.4,272,2021-04-18,"Williams, Elliott and Turner",False,False,8.5,37x79x5,India,True,"Trending,New"
e8d69724-a850-440d-b65e-fa355dee7251,Apparel,147.67,50.01,0.3,5.57,14.59,0.0,SUP_43,13,96,26,17,3.7,92,2022-03-04,Gutierrez-Phillips,False,False,8.43,23x38x7,Vietnam,False,"Bestseller,Sustainable"
7fb1afc9-9646-4047-a945-d70b8f8083d7,Electronics,1518.52,1052.13,0.4,18.97,19.62,29.43,SUP_8,39,24,36,25,4.2,978,2023-01-12,"Nash, Atkins and Friedman",False,True,17.67,89x35x29,Mexico,False,"Bestseller,Trending"
e3cf5b9c-5741-41cc-875e-d944cd0ef2cd,Apparel,52.7,27.37,0.3,2.38,10.1,0.0,SUP_24,35,84,29,259,4.5,447,2023-11-08,"Gordon, Berger and Green",False,True,14.3,77x68x92,Mexico,True,"Premium,Budget"
b3d54637-6a7d-4d5a-91e4-6b2229e94284,Electronics,94.73,70.25,0.4,30.57,34.96,88.25,SUP_37,43,63,32,192,4.2,703,2021-08-05,"Young, Herrera and Bullock",True,False,3.95,35x83x15,USA,True,"New,Trending"
89fb56bc-4435-4aa7-aba8-ecf0a5ad3986,Electronics,219.22,182.01,0.4,36.69,30.41,55.56,SUP_21,25,92,26,19,4.5,146,2023-05-11,Logan PLC,False,False,4.14,52x56x59,China,False,"Trending,Bestseller"
849f8582-c1b1-49d1-89ec-ac3ac67e15d0,Beauty,53.01,16.61,0.25,4.4,4.04,0.0,SUP_35,14,85,8,169,3.5,384,2023-03-16,"Howell, Holland and Fox",False,False,17.57,15x86x27,Mexico,True,"Trending,Sustainable"
9295be47-57f1-4479-8824-021749cb09c5,Beauty,21.37,6.18,0.25,3.3,9.74,0.0,SUP_1,36,80,45,263,5.0,921,2023-02-07,Gray-Munoz,False,False,18.68,10x60x48,China,False,"New,Budget"
ee3e6e64-c7b8-4ba5-a2af-50e64dba40aa,Apparel,166.81,53.77,0.3,5.93,13.39,0.0,SUP_42,11,39,34,201,4.6,744,2021-12-20,"Sawyer, Taylor and Wilson",False,True,2.71,74x5x77,USA,False,"Trending,Sustainable"
df0696bd-a089-4a97-b4e8-7802fbb09c91,Electronics,1565.39,1064.28,0.4,11.66,42.69,33.27,SUP_25,23,88,12,467,4.4,56,2022-07-25,Evans-Bruce,True,False,10.41,67x82x20,USA,False,"Sustainable,Trending"
de75614b-f235-405a-b1a6-4b45175e070d,Beauty,54.66,20.21,0.25,3.9,4.71,0.0,SUP_23,19,84,23,286,3.8,468,2023-12-16,Copeland-Luna,False,False,12.1,16x89x32,India,False,"Sustainable,Trending"
170dbbb3-2776-4f4d-aecf-971f9e9d5912,Apparel,59.49,21.55,0.3,4.34,11.55,0.0,SUP_30,40,58,24,357,5.0,630,2021-09-02,"Montes, Cross and Diaz",True,True,1.92,33x33x73,Mexico,True,"Premium,New"
a14aa372-b5fb-4010-b6bb-a7ae7aa9a255,Beauty,20.75,7.05,0.25,4.01,3.2,0.0,SUP_46,44,27,27,39,4.2,805,2022-12-06,"Clark, Smith and Higgins",False,True,13.05,35x42x37,Vietnam,False,"Sustainable,Budget"
94e18c8e-5d89-4d65-bbd3-bef10808a1e6,Home Goods,126.05,89.95,0.2,57.9,39.95,6.47,SUP_43,9,70,11,64,3.8,678,2023-10-10,"Krueger, Garrett and Dickson",False,True,10.17,82x10x52,China,True,"Premium,Bestseller"
53b66180-53c2-4c62-931a-5ea4d703f614,Electronics,1769.12,1496.31,0.4,31.32,29.44,80.65,SUP_7,30,94,37,416,4.3,555,2023-11-08,Smith and Sons,False,False,18.47,26x64x1,Mexico,False,"Bestseller,Sustainable"
4a2af3d6-d8af-4430-b7b5-bcd04d20f438,Beauty,41.15,17.61,0.25,4.33,4.27,0.0,SUP_30,3,59,34,119,4.1,142,2021-05-15,Parsons Group,False,True,13.58,71x32x58,Mexico,True,"Bestseller,New"
4abd3e99-473f-4e2b-9e89-93403db2e616,Home Goods,466.88,234.99,0.2,27.57,33.15,27.21,SUP_34,21,82,6,376,3.5,973,2022-08-10,Bradley-Morgan,True,True,1.93,57x8x4,India,True,"New,Sustainable"
114caecb-5e08-426a-93e3-c05c512c2df5,Beauty,18.11,9.0,0.25,3.71,6.38,0.0,SUP_3,23,77,13,298,4.9,132,2022-09-08,Curry-Gomez,False,False,7.18,63x34x43,India,True,"New,Budget"
429697ab-e3e3-46b9-839a-467b256697a5,Electronics,103.06,67.62,0.4,15.47,28.34,97.05,SUP_43,6,99,39,345,3.9,2,2021-09-08,"Nielsen, Jordan and Mccarty",True,False,16.7,90x31x44,China,True,"Sustainable,Bestseller"
5c233659-41d2-49ee-b12c-4fd4043b3071,Apparel,56.1,24.02,0.3,5.98,7.11,0.0,SUP_9,34,88,28,56,4.1,601,2022-12-15,Harris Ltd,False,True,0.43,12x3x45,India,False,"Trending,Bestseller"
f21f4344-54e2-4ec5-a48c-7b6633397595,Beauty,28.08,8.95,0.25,2.26,5.85,0.0,SUP_25,21,65,31,364,4.4,954,2023-08-24,Cannon-Simpson,False,True,19.65,82x79x98,China,True,"Budget,New"
c670bd2c-511b-4640-9e61-2bcd79f87a7b,Apparel,109.49,58.6,0.3,4.31,13.32,0.0,SUP_34,44,47,50,16,4.4,297,2023-12-12,"Obrien, Martin and Gonzalez",False,True,18.6,98x80x13,India,True,"Budget,Bestseller"
d70d7845-6df3-42fe-ae05-fbd32e87497b,Home Goods,248.11,151.59,0.2,47.29,32.51,13.82,SUP_7,35,73,24,260,4.5,378,2022-03-20,Hardy and Sons,True,True,14.14,36x99x93,USA,False,"Bestseller,Premium"
3eb3bbbc-d356-4042-b898-64f64e03a1f1,Home Goods,245.53,133.06,0.2,19.83,72.68,10.2,SUP_35,30,90,9,379,3.8,67,2021-11-29,Ortiz-Moon,False,False,11.46,84x21x37,Mexico,False,"Budget,Bestseller"
a8051390-4c5a-4420-a394-9ef175469f5f,Apparel,33.25,12.42,0.3,3.96,8.96,0.0,SUP_40,5,41,21,17,4.2,168,2023-04-18,Vasquez LLC,True,True,8.07,32x59x43,India,False,"Bestseller,New"
6cd9ae3e-1744-4d61-a061-07c5a89f88d7,Beauty,52.25,20.18,0.25,4.12,4.24,0.0,SUP_43,23,50,24,385,4.1,202,2022-07-08,Sanchez-Hoffman,True,False,5.89,25x35x98,China,False,"Sustainable,Budget"
3502d383-0955-4c66-91fe-6fde3899b436,Electronics,559.38,441.34,0.4,37.26,39.21,34.92,SUP_45,24,98,42,185,4.0,746,2022-07-31,"Harrington, Jones and Ortiz",False,True,4.25,18x25x68,Vietnam,True,"Sustainable,Premium"
3c233cd6-d3d3-4670-9161-99f8fb0f4578,Apparel,46.13,24.14,0.3,4.26,12.13,0.0,SUP_37,30,66,15,297,4.4,154,2022-02-10,Fuller-Shea,False,False,6.0,16x95x42,Mexico,True,"New,Bestseller"
740ae4a5-1025-4956-bfdf-ad01bbca8fa7,Electronics,1241.54,966.12,0.4,25.57,23.79,68.36,SUP_15,25,98,44,1,4.2,722,2022-03-15,Mccullough Ltd,False,False,11.89,92x41x15,Mexico,False,"Trending,Bestseller"
48d513ce-c319-48b4-bc52-48902a9fe3e5,Electronics,935.52,684.1,0.4,35.28,27.05,68.19,SUP_46,35,97,26,12,4.7,855,2021-05-23,Lopez PLC,False,True,4.77,49x39x87,Mexico,False,"New,Trending"
eec0fa6b-4172-4158-bbff-39d3ce8d8532,Beauty,53.5,17.74,0.25,2.39,4.15,0.0,SUP_25,26,87,8,378,4.9,601,2022-11-19,"Beck, Grant and Porter",True,False,15.52,39x13x92,Mexico,True,"Premium,Budget"
002ca1c9-9868-496a-9c2c-efe6907a6aa1,Electronics,1936.89,1459.15,0.4,27.42,18.68,35.44,SUP_15,18,89,45,162,4.7,599,2023-07-17,"Hanna, Marsh and Leon",False,True,11.19,16x36x99,China,False,"New,Sustainable"
192f09a1-b8c8-45a8-ac6a-c18291135d92,Apparel,93.8,37.05,0.3,2.32,5.57,0.0,SUP_34,22,22,50,469,4.2,806,2023-05-29,Soto-Knight,True,True,9.49,40x100x74,Mexico,False,"Budget,Premium"
a764101d-cd22-4e04-aa4e-552e041bcbdf,Apparel,101.5,49.32,0.3,7.34,11.57,0.0,SUP_31,24,90,16,392,4.0,236,2022-07-22,"Jennings, King and Blake",True,True,0.52,27x69x45,Vietnam,True,"Trending,Budget"
e8f5f07b-141b-4d7d-887a-f147c6d2e23c,Electronics,1254.1,1014.02,0.4,28.18,41.89,65.19,SUP_8,28,85,25,234,3.7,207,2022-06-30,"Wilkerson, Griffith and Mueller",True,False,17.88,99x66x5,India,False,"Sustainable,Trending"
dba4cd0c-c0fb-49f1-97c8-b7ac34e3bf44,Electronics,1058.02,898.67,0.4,18.14,37.44,90.96,SUP_39,39,22,10,289,3.5,98,2021-02-15,"Bright, Wilson and Johnson",True,False,4.54,5x61x9,USA,False,"Sustainable,Premium"
c7fc4ebb-c0cb-4d6c-accc-18a93aba9099,Beauty,118.17,40.93,0.25,1.97,5.19,0.0,SUP_7,31,31,7,292,4.1,499,2022-07-25,"Rivera, Ford and Wilson",True,True,13.47,62x79x84,Vietnam,True,"Bestseller,Sustainable"
0e78a80c-5b9b-4251-8f66-852b077ea6e6,Beauty,47.69,19.22,0.25,4.65,8.36,0.0,SUP_21,36,22,18,385,4.2,774,2021-02-05,Smith-Strong,False,True,6.74,4x9x2,China,True,"Bestseller,Trending"
3262737d-12b1-4909-8873-ef1fe5a49996,Electronics,1499.72,1007.1,0.4,31.43,15.1,46.39,SUP_41,25,52,47,193,3.7,424,2021-06-22,Grant PLC,True,False,4.81,78x81x76,Vietnam,True,"Premium,Sustainable"
65e5a84f-d21f-4584-a0b6-48020541fa01,Electronics,1253.54,988.96,0.4,15.15,43.91,46.68,SUP_10,11,69,10,184,4.0,886,2023-04-26,"Leblanc, Moore and Coleman",False,True,17.02,59x41x7,Vietnam,True,"New,Sustainable"
cd0ee330-1ab4-4911-a03e-48f806946226,Beauty,76.81,27.34,0.25,1.67,3.93,0.0,SUP_22,28,91,37,336,4.6,360,2022-07-18,"Spears, Bell and Young",False,False,17.4,73x17x17,India,False,"Bestseller,Trending"
b06765aa-f448-4e70-b571-6bd824dc8692,Beauty,30.81,12.06,0.25,4.37,3.13,0.0,SUP_43,6,37,45,135,3.8,429,2023-07-01,Coleman-Myers,True,False,15.62,29x95x9,Vietnam,True,"Trending,Budget"
e88cf408-b1aa-441f-aeb8-ad81f100bce2,Beauty,121.98,66.94,0.25,2.82,7.98,0.0,SUP_19,15,91,17,4,4.0,414,2021-11-25,"Johnson, Kelly and Bonilla",False,False,18.29,74x53x53,Vietnam,True,"Budget,Premium"
46396896-dcc5-4be6-9cdc-fc88f261f972,Apparel,66.84,20.61,0.3,7.38,13.93,0.0,SUP_11,17,47,23,437,4.6,110,2022-03-20,Gutierrez-Cantu,True,False,18.97,67x75x94,Mexico,True,"Trending,Sustainable"
41423d99-5939-41e7-af17-7c947cd3072f,Beauty,103.54,29.99,0.25,4.01,3.12,0.0,SUP_14,42,73,18,387,5.0,577,2021-08-18,Buchanan-Kelley,False,False,11.04,34x82x75,USA,True,"New,Bestseller"
4facad23-48dd-4c95-aff7-528dd154c70d,Beauty,13.44,6.84,0.25,3.18,7.78,0.0,SUP_9,28,89,26,178,4.5,35,2023-06-08,Morris LLC,True,False,5.38,91x73x48,India,True,"Sustainable,Trending"
fb88a66f-c198-4dbf-a62e-2a52c8fbc284,Home Goods,249.65,179.14,0.2,38.01,23.5,12.55,SUP_43,45,24,17,92,3.5,666,2023-05-18,"Morgan, Hawkins and Tucker",False,False,17.88,9x2x49,China,False,"Premium,Budget"
fb2fd382-58e8-4b82-b47b-e500dba1893c,Electronics,1067.32,782.79,0.4,44.32,22.33,88.41,SUP_20,32,60,15,204,3.7,880,2022-05-27,"Nichols, Mcbride and Fuller",True,False,6.97,29x69x90,China,False,"Sustainable,Trending"
b8ec223f-8e63-4a31-a2bf-d877155cd6a8,Beauty,113.58,43.18,0.25,1.06,7.91,0.0,SUP_45,14,31,36,386,4.6,953,2023-09-14,"Hammond, Hansen and Morales",True,True,1.03,7x91x55,Mexico,False,"New,Trending"
02106f73-b5e2-4a16-9399-860030847204,Electronics,1918.73,1498.51,0.4,46.26,19.17,45.43,SUP_39,9,68,23,201,3.5,38,2022-03-11,Hammond Inc,False,False,12.66,89x69x54,Mexico,False,"Trending,New"
e9bbd179-ad01-49cb-8362-43b8a36b547d,Beauty,92.18,47.07,0.25,3.96,9.84,0.0,SUP_43,40,97,10,169,4.6,573,2021-01-23,"Johns, Cantu and Olsen",True,False,4.7,99x52x16,Mexico,False,"New,Trending"
e06972b5-916c-459f-a445-1e2e5681299c,Beauty,141.49,59.97,0.25,4.8,8.88,0.0,SUP_19,39,30,13,378,4.2,872,2023-12-24,"Fox, Quinn and Robinson",False,False,18.09,52x5x37,Vietnam,True,"Sustainable,Bestseller"
8ef188ae-6b16-4d04-9560-fd604bbfe76d,Home Goods,393.92,262.01,0.2,55.39,34.82,22.74,SUP_28,15,64,41,490,4.0,659,2022-10-29,"Davidson, Reyes and Mcfarland",False,True,2.46,43x47x11,Vietnam,True,"New,Budget"
57949ea3-68de-4d1d-944c-8053139cb11e,Electronics,1375.49,982.36,0.4,20.69,17.59,27.14,SUP_34,43,66,37,428,4.7,850,2022-04-01,"Stevens, Larsen and Cox",True,True,8.93,5x90x23,Mexico,False,"Sustainable,New"
03b90704-c0a5-467b-84bd-963d67b45336,Home Goods,318.52,208.62,0.2,35.22,75.06,15.46,SUP_42,30,70,48,395,4.3,892,2023-06-23,Allen-Morgan,False,False,17.35,33x79x32,Mexico,False,"Premium,Sustainable"
8a0deee4-9141-45c8-b23f-aa39719d5d26,Apparel,178.67,71.01,0.3,3.05,10.73,0.0,SUP_48,15,90,43,4,3.6,160,2022-10-15,"Flores, Garcia and Smith",True,False,4.74,82x42x55,Mexico,True,"Premium,Sustainable"
755964c9-7b57-431a-951d-ff6c208aea9e,Apparel,128.54,39.77,0.3,2.96,7.36,0.0,SUP_16,24,86,22,12,3.6,933,2022-01-06,"Miller, Davidson and Ponce",False,False,15.17,1x37x79,India,False,"Sustainable,Premium"
d882038a-0182-4ded-a503-dbba663ee477,Beauty,22.23,8.46,0.25,2.86,3.24,0.0,SUP_47,12,69,20,323,4.7,135,2023-06-01,Edwards PLC,True,True,5.82,72x2x17,Mexico,True,"Budget,Bestseller"
